,qualtrics_id,word_count,bigram_count,trigram_count,combination_ratio,content_word_count,content_word_ratio,median_SUBTLEX_freq,log_min_SUBTLEX_freq,SES.ycoord,political_scale,political_interest,schooling_level,age,ttr,Highspin_successes,Lowspin_successes,Highspin_trials,Lowspin_trials,Span_trials,Span_successes
184,R_2c5gtcfbbNnDcUY,22.41025641025641,21.41025641025641,20.41025641025641,0.8916060972424316,13.871794871794872,0.6279267805985623,1586.140522875817,0.6107639000322597,939.0,2.0,7.0,5.0,42.0,0.42219679633867274,17.0,6.0,25.0,25.0,27.0,21.0
185,R_2cB03QSjhnYBUIP,20.46153846153846,19.46153846153846,18.46153846153846,0.8867637109318933,10.884615384615385,0.5558360681376013,1861.2877073906488,1.07515218918453,320.0,2.0,7.0,3.0,19.0,0.40037593984962405,18.0,8.0,25.0,25.0,42.0,28.0
187,R_2ctuD8pnzkZISBI,17.404761904761905,16.404761904761905,15.404761904761905,0.8668147280292976,9.214285714285714,0.5325893705983199,2524.156162464986,1.2307609783104947,331.0,4.0,2.0,2.0,19.0,0.3173734610123119,15.0,5.0,25.0,25.0,15.0,9.0
188,R_2dWre3wfbnS9amW,10.745098039215685,9.745098039215685,8.745098039215685,0.7924059984613617,5.9411764705882355,0.5571035622073685,2743.3112264513647,1.9528351466713918,587.0,2.0,5.0,5.0,26.0,0.3594890510948905,13.0,8.0,25.0,25.0,15.0,11.0
190,R_2fI4fGU1UAPJR52,16.452380952380953,15.452380952380953,14.452380952380953,0.8471146354738637,9.095238095238095,0.5626447084390389,2032.4512138188609,0.6228790380447928,686.0,2.0,6.0,4.0,58.0,0.39363241678726485,21.0,4.0,25.0,25.0,15.0,11.0
191,R_2fJ2FB6FPEuH7es,11.434782608695652,10.434782608695652,9.434782608695652,0.7815201350863142,6.695652173913044,0.6067210892699443,3091.4109121909632,2.525120203078682,179.0,5.0,5.0,6.0,21.0,0.39923954372623577,15.0,6.0,25.0,25.0,15.0,9.0
192,R_2fJ3TghtLgWb7lT,22.576923076923077,21.576923076923077,20.576923076923077,0.9025605773048415,12.846153846153847,0.5703860194474084,1253.247737556561,-0.16534374684013933,306.0,3.0,5.0,2.0,20.0,0.5076660988074957,18.0,8.0,25.0,25.0,27.0,18.0
195,R_2fqUcnWXMDMRoiM,15.555555555555555,14.555555555555555,13.555555555555555,0.7905873276667911,8.666666666666666,0.567974122540686,1782.8047930283224,0.30155533124529277,552.0,2.0,6.0,5.0,20.0,0.44142857142857145,21.0,8.0,25.0,25.0,27.0,25.0
197,R_2q7X6RFGB7xNJcq,15.083333333333334,14.083333333333334,13.083333333333334,0.8489475580927787,8.145833333333334,0.5506937430420886,2669.0044934640523,1.3493596656390237,402.0,3.0,5.0,3.0,20.0,0.39226519337016574,16.0,5.0,25.0,25.0,42.0,33.0
199,R_2qg7HPWGYt7dzwM,17.35135135135135,16.35135135135135,15.35135135135135,0.8353923095711567,10.0,0.5704895412242204,2712.9268680445152,0.6415167956865865,,,,,,0.4392523364485981,18.0,8.0,25.0,25.0,27.0,21.0
200,R_2qmzeS7P98KLQa4,67.625,66.625,65.625,0.9607702243298413,44.75,0.6610322883325435,835.1740196078431,0.12847838808115666,429.0,5.0,5.0,4.0,52.0,0.4436229205175601,0.0,0.0,25.0,25.0,15.0,9.0
202,R_2rGk0lip6x6ezhE,16.875,15.875,14.875,0.8600786035807093,8.946428571428571,0.5441566188531237,3182.2050070028013,0.995901802096321,507.0,4.0,6.0,3.0,28.0,0.2878306878306878,18.0,8.0,25.0,25.0,27.0,17.0
205,R_2sU4CHt784Da7tm,11.03448275862069,10.03448275862069,9.03448275862069,0.7622017221638464,6.603448275862069,0.6268379669113513,1618.1249154834347,0.94905864922852,432.0,3.0,3.0,2.0,49.0,0.4484375,19.0,6.0,25.0,25.0,15.0,11.0
207,R_2tm1Fn4aviukvIl,12.794871794871796,11.794871794871796,10.794871794871796,0.8201461269275034,6.769230769230769,0.5300818614583797,2789.35520361991,1.7836992742728444,510.0,4.0,1.0,4.0,20.0,0.3847695390781563,11.0,3.0,25.0,25.0,6.0,3.0
210,R_2v24fG1glCOHhdu,18.28125,17.28125,16.28125,0.8614898362955479,10.25,0.5695915487100596,1297.5036764705883,1.2476684989524964,740.0,5.0,3.0,2.0,22.0,0.46324786324786327,19.0,10.0,25.0,25.0,42.0,29.0
213,R_2w5JtqyycuNHNBl,20.06382978723404,19.06382978723404,18.06382978723404,0.8086781169260198,10.893617021276595,0.5747648162361966,3136.729870671673,1.79810065069285,609.0,3.0,3.0,4.0,55.0,0.3213149522799576,15.0,5.0,25.0,25.0,15.0,10.0
214,R_2wKYNuquanAp2KV,13.35,12.35,11.35,0.8130866254918112,7.625,0.5781776868212627,2273.196323529412,1.904444967647669,368.0,2.0,3.0,2.0,21.0,0.47191011235955055,6.0,2.0,25.0,25.0,81.0,63.0
216,R_2wTuK5kUpF86b3H,12.761194029850746,11.761194029850746,10.761194029850746,0.7775837688381605,7.582089552238806,0.5984213715632833,2521.35659935616,2.225750796189446,,,,,,0.36257309941520466,12.0,3.0,25.0,24.0,15.0,11.0
217,R_2wpkk2n0E9YjAe1,12.203703703703704,11.203703703703704,10.203703703703704,0.7791425192740982,7.351851851851852,0.6043414688517027,1824.1441539578796,2.172981584960094,343.0,4.0,1.0,6.0,21.0,0.44157814871016693,9.0,4.0,25.0,25.0,27.0,18.0
219,R_2y3dfsq3LRNTUS9,23.583333333333332,22.583333333333332,21.583333333333332,0.8824356960468941,12.458333333333334,0.5316856395385015,2147.8823529411766,0.26887825939398385,791.0,4.0,7.0,3.0,27.0,0.4169611307420495,19.0,8.0,24.0,25.0,60.0,42.5
220,R_2zSbWsUIpgj9mBA,15.3,14.3,13.3,0.8435467508456123,8.275,0.5377652659379415,2607.5904411764704,1.8129186348030195,422.0,3.0,3.0,3.0,20.0,0.3611111111111111,17.0,7.0,25.0,25.0,15.0,12.5
222,R_30csjktGEshpkBV,11.98076923076923,10.98076923076923,9.98076923076923,0.7589280815703053,6.884615384615385,0.5896061514123658,2847.4813348416287,1.757801739615077,540.0,4.0,4.0,5.0,22.0,0.3884430176565008,6.0,4.0,25.0,25.0,15.0,11.0
223,R_30nGo6k5lghs9z4,13.877551020408163,12.877551020408163,11.877551020408163,0.8352280458510456,7.510204081632653,0.5552080433205355,2567.74449779912,1.7086363765262311,766.0,2.0,6.0,3.0,20.0,0.3588235294117647,19.0,6.0,25.0,25.0,42.0,33.5
224,R_30vDGdWOKBBXD3K,17.636363636363637,16.636363636363637,15.636363636363637,0.851462667408464,10.121212121212121,0.6008620075291649,2598.4896019013663,0.15446559470535595,505.0,5.0,6.0,6.0,51.0,0.4415807560137457,16.0,6.0,25.0,25.0,15.0,10.0
226,R_31RH5OYIoLn7c6y,15.11111111111111,14.11111111111111,13.11111111111111,0.8523449280047297,8.155555555555555,0.5438312835566841,2258.832897603486,1.5030016522885177,458.0,4.0,5.0,5.0,23.0,0.3397058823529412,10.0,4.0,25.0,25.0,15.0,10.5
229,R_31snl7LXCWChF7I,17.451612903225808,16.451612903225808,15.451612903225806,0.8546524077629974,9.225806451612904,0.5361612979501399,2379.9667931688805,1.7213267073432854,250.0,4.0,2.0,3.0,18.0,0.3345656192236599,10.0,5.0,25.0,25.0,27.0,18.0
231,R_32KDlRzqkm1BqnK,11.761194029850746,10.761194029850746,9.761194029850746,0.7640024643501839,6.552238805970149,0.5834574619733577,2457.4923909862455,1.7325983921335928,567.0,5.0,5.0,5.0,59.0,0.3616751269035533,20.0,8.0,25.0,25.0,42.0,27.5
232,R_338xxVjAO82IMkW,13.638297872340425,12.638297872340425,11.638297872340425,0.8018733802892881,7.617021276595745,0.5695014446174301,3086.45848977889,1.923130979069356,489.0,2.0,6.0,3.0,22.0,0.38065522620904835,20.0,10.0,25.0,25.0,42.0,31.0
233,R_33C3AYSbZYhWA99,15.18867924528302,14.18867924528302,13.18867924528302,0.8456969240104937,8.924528301886792,0.5958014569498885,1319.5566037735848,0.8789343158726552,,,,,,0.41490683229813663,21.0,10.0,24.0,24.0,27.0,23.0
234,R_33Cj7KrnTUcmqfz,14.962264150943396,13.962264150943396,12.962264150943396,0.8505048974055054,8.20754716981132,0.5536596933857437,2535.330928597854,1.9697002803443924,798.0,6.0,5.0,5.0,47.0,0.3354350567465322,16.0,9.0,25.0,25.0,15.0,10.0
235,R_33DCnPdZACX5GWO,12.0,11.0,10.0,0.8098869751036989,6.885245901639344,0.5736748746755168,2228.1567823850855,1.5646996566259221,510.0,3.0,4.0,4.0,21.0,0.2520491803278688,12.0,8.0,25.0,25.0,42.0,28.0
237,R_394Rta1BvBFahpL,14.282051282051283,13.282051282051283,12.282051282051283,0.8264407342838717,7.769230769230769,0.5462314192706349,2217.411513323278,1.595431098237573,689.0,1.0,5.0,3.0,18.0,0.44703770197486536,18.0,8.0,25.0,25.0,6.0,3.5
238,R_3C1BDaREYJhc2SR,39.4,38.4,37.4,0.9017342777139599,23.133333333333333,0.581128810038075,2524.582352941177,1.236694450747001,700.0,6.0,2.0,3.0,54.0,0.41455160744500846,17.0,4.0,24.0,25.0,15.0,10.0
239,R_3D0c4fqlwbyL7Ha,14.020408163265307,13.020408163265307,12.020408163265307,0.7714164931934199,8.0,0.5881814676613556,2853.3815526210487,2.321086135460284,673.0,2.0,5.0,2.0,48.0,0.3245997088791849,12.0,5.0,25.0,25.0,27.0,16.0
241,R_3DqgIvjPcJv4Wb5,88.57142857142857,87.57142857142857,86.57142857142857,0.9773789261270711,55.57142857142857,0.6280414612988491,1932.5756302521008,-1.8997557062425778,467.0,5.0,2.0,5.0,57.0,0.42096774193548386,0.0,0.0,24.0,23.0,27.0,21.0
250,R_3GcA0OlbHAuNz7D,13.692307692307692,12.692307692307692,11.692307692307692,0.8065929296619834,7.6923076923076925,0.5718949876494633,2376.35520361991,1.8017227812674315,455.0,2.0,4.0,3.0,21.0,0.34269662921348315,12.0,3.0,25.0,25.0,27.0,20.0
253,R_3GkbfuR76o8ypT4,23.97142857142857,22.97142857142857,21.97142857142857,0.9004830736830475,13.4,0.56879163278955,2061.13025210084,1.2112694362582688,771.0,3.0,3.0,2.0,26.0,0.38617401668653156,16.0,8.0,25.0,25.0,15.0,10.0
254,R_3HUe3ZRpqUBWxto,11.84,10.84,9.84,0.7055750704443455,8.0,0.6518775440502782,1979.8796078431374,1.5386420657923319,718.0,1.0,7.0,3.0,27.0,0.4814189189189189,15.0,10.0,25.0,25.0,15.0,10.0
255,R_3Hoz85x7U9WS5is,40.84615384615385,39.84615384615385,38.84615384615385,0.8858668365060522,32.38461538461539,0.738248180211544,1042.0339366515836,-0.2280009168025927,763.0,3.0,4.0,4.0,28.0,0.6365348399246704,20.0,7.0,25.0,25.0,15.0,9.0
258,R_3I44ycHqWb44qpS,65.27272727272727,64.27272727272727,63.27272727272727,0.9632794399890497,38.27272727272727,0.5964988330711292,1666.3778966131906,-0.06568842726906456,,,,,,0.5125348189415042,17.0,3.0,25.0,24.0,15.0,8.0
259,R_3JayJ4zWEYg86ZW,20.56,19.56,18.56,0.866594447750017,11.84,0.5804830190378625,1923.9003921568626,1.513098537748187,479.0,3.0,3.0,3.0,57.0,0.49221789883268485,20.0,7.0,25.0,25.0,15.0,7.0
260,R_3JhpglXPnCcWirT,29.59259259259259,28.59259259259259,27.59259259259259,0.8818361333669138,16.333333333333332,0.5700754501891745,1688.2164124909223,0.9732779370703054,684.0,2.0,5.0,7.0,57.0,0.4355444305381727,19.0,6.0,25.0,25.0,15.0,6.0
262,R_3KAzFPqXy2hkVLb,13.020408163265307,12.020408163265307,11.020408163265307,0.8263319347052841,7.551020408163265,0.5861701956840012,1786.438175270108,1.6561813556294822,501.0,3.0,5.0,5.0,23.0,0.3824451410658307,11.0,5.0,25.0,25.0,15.0,11.0
263,R_3KGFhtzhE4OlhIl,9.827586206896552,8.827586206896552,7.827586206896552,0.7443389978940316,5.689655172413793,0.5944714442112221,2436.654665314402,1.8887780997040342,844.0,3.0,1.0,3.0,49.0,0.3684210526315789,19.0,4.0,23.0,21.0,42.0,30.0
264,R_3KOMQFwEquL1mJU,12.511111111111111,11.511111111111111,10.511111111111111,0.8030369547029483,7.155555555555556,0.5879475674562497,2489.6427015250547,2.099838639891379,333.0,3.0,2.0,3.0,20.0,0.38543516873889877,18.0,7.0,25.0,25.0,42.0,24.0
265,R_3KZQkcIE9mZDqHM,14.363636363636363,13.363636363636363,12.363636363636363,0.8336333664201113,7.681818181818182,0.5433930193315633,2098.5280748663104,0.9211638000723067,332.0,2.0,5.0,3.0,22.0,0.3322784810126582,20.0,8.0,25.0,25.0,27.0,19.0
266,R_3KusQm8Sdqn3Fxb,21.186046511627907,20.186046511627907,19.186046511627907,0.8910263956573271,11.69767441860465,0.5574586337139802,1793.468308253534,0.2348473184100255,417.0,5.0,6.0,3.0,20.0,0.3578485181119649,21.0,11.0,25.0,25.0,15.0,11.0
267,R_3L69LcS9j2TkLzZ,18.714285714285715,17.714285714285715,16.714285714285715,0.851786753344368,10.571428571428571,0.5749567402244079,3342.0885154061625,2.314136856926995,534.0,2.0,4.0,4.0,42.0,0.23511450381679388,10.0,7.0,24.0,25.0,15.0,7.0
268,R_3MLFiJNf0IsvVrG,12.4,11.4,10.4,0.7984470419633554,6.723076923076923,0.5491974151381153,2164.5772247360483,1.1475174327258608,551.0,4.0,4.0,3.0,21.0,0.3746898263027295,18.0,9.0,25.0,25.0,15.0,10.0
269,R_3MS7ZeTYdmdbfPs,11.770491803278688,10.770491803278688,9.770491803278688,0.7834384653750798,6.622950819672131,0.5795137263696493,2766.2378656380583,1.4748519112443652,847.0,3.0,3.0,3.0,56.0,0.4331476323119777,14.0,5.0,25.0,25.0,27.0,18.0
270,R_3MbTEGD21vso05F,14.710526315789474,13.710526315789474,12.710526315789474,0.7876153019229848,8.131578947368421,0.585590305746734,1921.4530443756448,1.9819887455801684,773.0,3.0,5.0,4.0,37.0,0.4525939177101968,8.0,5.0,25.0,25.0,6.0,2.5
275,R_3Od0d0KbWrkWhve,25.571428571428573,24.571428571428573,23.571428571428573,0.9008382066143968,14.942857142857143,0.6041069005698712,1718.6268907563026,0.4262511916113725,694.0,5.0,1.0,3.0,37.0,0.36983240223463687,14.0,2.0,25.0,25.0,27.0,18.0
277,R_3PBtyI6uqItsvOX,15.48936170212766,14.48936170212766,13.48936170212766,0.8422079742148983,8.595744680851064,0.5630216545771202,1465.6097204839384,1.15468662019277,690.0,1.0,1.0,5.0,22.0,0.29945054945054944,9.0,1.0,25.0,25.0,27.0,19.5
278,R_3PZdSjYm2XlZN9A,19.137931034482758,18.137931034482758,17.137931034482758,0.8779754636233469,10.03448275862069,0.5309465399766109,1618.451318458418,1.13477281230851,604.0,2.0,1.0,2.0,18.0,0.42342342342342343,13.0,6.0,25.0,25.0,15.0,9.5
279,R_3Pk93F0LhuJHRo6,13.617977528089888,12.617977528089888,11.617977528089888,0.8178832643493454,7.157303370786517,0.5351835462567887,2311.5593743115223,1.2088601884807353,716.0,2.0,6.0,5.0,25.0,0.32838283828382836,20.0,7.0,25.0,25.0,27.0,17.0
280,R_3Pq4sOnYnv0dyOQ,18.93103448275862,17.93103448275862,16.93103448275862,0.8777395376392935,10.53448275862069,0.5599743697076993,1738.5742055442868,0.3074143124227397,465.0,3.0,5.0,3.0,19.0,0.36065573770491804,18.0,7.0,25.0,25.0,42.0,28.5
283,R_3ReVfZthNNmY0ae,17.09090909090909,16.09090909090909,15.090909090909092,0.8415220731265559,8.954545454545455,0.542257547780236,2258.1399286987526,1.0305063432957822,769.0,4.0,2.0,3.0,32.0,0.3896276595744681,18.0,7.0,24.0,24.0,27.0,20.0
284,R_3Rg3jKfpyvDPpCa,14.268292682926829,13.268292682926829,12.268292682926829,0.835706980340388,7.7317073170731705,0.5485668572269943,2193.3053562888567,1.6861438106440747,514.0,2.0,2.0,6.0,25.0,0.3435897435897436,9.0,6.0,25.0,25.0,81.0,66.0
286,R_3dNim0moT5xx7T0,11.92,10.92,9.92,0.7738690643542305,6.5,0.5580703105504896,2827.28862745098,1.930339284285633,405.0,5.0,5.0,4.0,57.0,0.42449664429530204,15.0,5.0,25.0,25.0,15.0,11.0
288,R_3edV9VP0PLxTggc,18.178571428571427,17.178571428571427,16.178571428571427,0.8684165158276305,9.892857142857142,0.5516783993163306,1744.7272408963586,0.9654307367754187,332.0,5.0,7.0,3.0,20.0,0.43222003929273084,16.0,9.0,25.0,25.0,15.0,9.0
289,R_3eg0qHxIhwVR8QB,16.695121951219512,15.695121951219512,14.695121951219512,0.849315212723383,8.890243902439025,0.5396162919091053,2499.486967957915,0.8933504232775752,386.0,2.0,6.0,3.0,20.0,0.28487947406866326,20.0,10.0,25.0,25.0,42.0,29.0
290,R_3ekHDifo3TePbdI,15.297297297297296,14.297297297297296,13.297297297297296,0.8428871606923835,8.621621621621621,0.5629834051071768,1489.1346051934288,0.9211369612089436,220.0,4.0,4.0,3.0,19.0,0.49823321554770317,21.0,10.0,25.0,25.0,42.0,26.0
292,R_3emO63cyClKCoX1,24.956521739130434,23.956521739130434,22.956521739130434,0.8855675845441332,13.91304347826087,0.5802807968976854,2143.925831202046,0.42676431676857157,552.0,2.0,6.0,3.0,56.0,0.4337979094076655,17.0,6.0,25.0,25.0,27.0,22.0
294,R_3fE4QrHm1ofNLAv,18.09375,17.09375,16.09375,0.8712539785446833,9.65625,0.5348841186972676,1965.1513480392157,1.1548659190948252,514.0,2.0,4.0,3.0,22.0,0.43523316062176165,14.0,8.0,25.0,25.0,27.0,18.0
295,R_3fOGzOKlcHBUJ5F,13.833333333333334,12.833333333333334,11.833333333333334,0.8082482179777047,7.928571428571429,0.5835160013608853,1701.1360877684408,0.8008616518202987,771.0,2.0,5.0,3.0,20.0,0.44922547332185886,18.0,9.0,25.0,25.0,42.0,25.5
296,R_3fVmb0k09ahEaD2,24.958333333333332,23.958333333333332,22.958333333333332,0.8553040355267248,15.791666666666666,0.6258269627519084,3205.766748366013,2.304678201451498,174.0,7.0,7.0,7.0,25.0,0.42237061769616024,13.0,5.0,25.0,25.0,27.0,18.0
297,R_3fjm34eQXiSYRrQ,13.380952380952381,12.380952380952381,11.380952380952381,0.8205735622772862,7.428571428571429,0.5689486243957861,2116.997198879552,1.6017416736594465,546.0,2.0,3.0,2.0,20.0,0.43238434163701067,20.0,10.0,25.0,25.0,15.0,10.0
298,R_3flRo1CtANQUbts,11.55813953488372,10.55813953488372,9.55813953488372,0.8017090192948787,6.5813953488372094,0.5739515079883357,2656.4017327861375,2.6479459963929495,514.0,2.0,2.0,3.0,21.0,0.3983903420523139,17.0,5.0,25.0,25.0,6.0,3.0
303,R_3hztxFjxTnrCM0M,15.785714285714286,14.785714285714286,13.785714285714286,0.8607448556447894,8.69047619047619,0.5534476043003796,1703.7929505135387,1.5010467505121976,682.0,3.0,3.0,3.0,25.0,0.39215686274509803,19.0,7.0,25.0,25.0,15.0,9.0
305,R_3iVvTNpKuIc5JjU,14.951219512195122,13.951219512195122,12.951219512195122,0.8402784293425771,8.292682926829269,0.5574145395463643,2852.273792443807,0.9971965715182607,539.0,2.0,5.0,5.0,50.0,0.4029363784665579,21.0,8.0,25.0,25.0,27.0,17.0
308,R_3kESJX6khUI56Bj,11.549019607843137,10.549019607843137,9.549019607843137,0.788578778173041,6.627450980392157,0.5816691745352868,3459.3335255670895,1.1633822478054465,653.0,2.0,5.0,3.0,19.0,0.432937181663837,18.0,7.0,24.0,24.0,60.0,44.0
309,R_3lXNsKpTKga2Y0q,72.57142857142857,71.57142857142857,70.57142857142857,0.9718996387171386,44.0,0.5999122083603546,1742.8305322128851,-0.7900580291915439,126.0,4.0,2.0,2.0,27.0,0.4547244094488189,12.0,7.0,25.0,25.0,15.0,9.5
311,R_3mmW9R7ovnDpoko,10.75,9.75,8.75,0.7797434955917099,6.696428571428571,0.6368626537153322,2270.4417016806724,1.6766042469305582,390.0,5.0,3.0,3.0,18.0,0.4368770764119601,18.0,5.0,25.0,25.0,42.0,32.0
312,R_3nC44WvwVF2Lvnr,23.458333333333332,22.458333333333332,21.458333333333332,0.9021046723863652,12.791666666666666,0.5520298760809353,1369.0739379084969,0.5718626995596907,564.0,2.0,1.0,2.0,21.0,0.41207815275310833,15.0,4.0,25.0,25.0,27.0,21.0
313,R_3nJ0L4VhtUwzK8B,16.86842105263158,15.868421052631579,14.868421052631579,0.84950956675205,9.0,0.5347627882947511,1745.9109907120744,0.9288071986373971,421.0,3.0,5.0,3.0,19.0,0.42589703588143524,21.0,10.0,25.0,24.0,42.0,33.0
314,R_3nPqTUmuVlovBii,10.657894736842104,9.657894736842104,8.657894736842104,0.7651390138417684,5.723684210526316,0.5349852576471145,3218.5557275541796,1.7503949894783768,607.0,4.0,1.0,3.0,56.0,0.2876543209876543,9.0,0.0,25.0,24.0,15.0,10.5
316,R_3p2SuvV4NdBq6NW,10.145454545454545,9.145454545454545,8.145454545454545,0.7166404806290477,5.945454545454545,0.6200169549957489,1892.0891265597147,1.9324006296401148,471.0,3.0,5.0,2.0,30.0,0.482078853046595,17.0,5.0,25.0,25.0,27.0,16.0
319,R_3qeXvrg075jCACx,13.51923076923077,12.51923076923077,11.51923076923077,0.825618001492045,7.980769230769231,0.5903330893180961,1741.0196078431372,1.1933201017383472,478.0,3.0,1.0,5.0,24.0,0.4139402560455192,6.0,3.0,25.0,25.0,60.0,51.0
321,R_3qrETFdzQkgO6RQ,11.333333333333334,10.333333333333334,9.333333333333334,0.7764849393525864,6.5625,0.5829617312154077,2542.8872549019607,1.6938269740937237,771.0,4.0,2.0,5.0,22.0,0.4172794117647059,16.0,8.0,25.0,25.0,42.0,36.0
323,R_3rHSceJJuvdpAuC,15.81081081081081,14.81081081081081,13.81081081081081,0.8433138401231605,8.405405405405405,0.5508265301332159,2378.337572866985,1.165211293444032,324.0,1.0,5.0,3.0,18.0,0.4,22.0,9.0,25.0,25.0,42.0,25.0
324,R_3rINJ5T7EM1k1WX,11.425531914893616,10.425531914893616,9.425531914893616,0.7790345390704536,6.170212765957447,0.5752549497445291,2336.5168961201502,1.6069427956931588,597.0,6.0,4.0,3.0,52.0,0.38733705772811916,15.0,6.0,25.0,25.0,27.0,19.0
330,R_3sz6vHipETO2jmh,12.886363636363637,11.886363636363637,10.886363636363637,0.8082005116673309,6.7727272727272725,0.5397205356445787,2586.417780748663,1.2982048850932488,,,,,,0.37742504409171074,17.0,7.0,25.0,25.0,27.0,21.0
334,R_5bBHTOHTPVt6c1P,8.453703703703704,7.453703703703703,6.453703703703703,0.6951564382119938,5.398148148148148,0.673633863564419,2813.927378358751,2.592830565304512,515.0,5.0,4.0,1.0,18.0,0.31653888280394304,9.0,6.0,25.0,25.0,15.0,11.5
335,R_5mvW5YWBV4k9GuZ,16.98076923076923,15.98076923076923,14.98076923076923,0.8547276886343708,9.057692307692308,0.5396319008787331,2340.884238310709,1.3473136088282271,656.0,2.0,5.0,3.0,20.0,0.3986409966024915,22.0,9.0,25.0,25.0,42.0,32.0
337,R_6VWE6GQIFk55PI5,13.704545454545455,12.704545454545455,11.704545454545455,0.8102124292109323,8.045454545454545,0.6063338404773758,2495.063948306595,1.9792869694348125,674.0,3.0,3.0,2.0,55.0,0.41459369817578773,17.0,3.0,25.0,25.0,15.0,10.0
341,R_7Onhvza67tHSY9z,19.339285714285715,18.339285714285715,17.339285714285715,0.869119407635486,10.446428571428571,0.5543528730566799,2301.196078431373,1.0648685447471717,647.0,3.0,2.0,5.0,33.0,0.33518005540166207,18.0,8.0,25.0,25.0,42.0,24.0
342,R_8641LBNQO7lbv9v,18.186046511627907,17.186046511627907,16.186046511627907,0.8650318309865747,10.093023255813954,0.556481592420958,1602.764477884177,0.5279295461378337,424.0,1.0,6.0,3.0,19.0,0.4143222506393862,22.0,9.0,25.0,25.0,42.0,26.0
343,R_8BLR4bkonAdqIil,14.108695652173912,13.108695652173912,12.108695652173912,0.845623150125775,7.934782608695652,0.5707470735729923,1768.1924552429668,1.151735901403581,720.0,2.0,6.0,3.0,23.0,0.4745762711864407,14.0,6.0,25.0,25.0,27.0,22.0
344,R_8p2GWQzd6CmgqbL,12.666666666666666,11.666666666666666,10.666666666666666,0.8010949030393475,7.2592592592592595,0.5835758480202925,2309.665577342048,1.8757842800703313,,,,,,0.37280701754385964,10.0,3.0,25.0,25.0,27.0,21.5
347,R_9HtqFkIvDpzl4Yx,17.676470588235293,16.676470588235293,15.676470588235293,0.876787555686703,9.411764705882353,0.5376562635411106,2526.3837946943486,1.0612612628714058,493.0,4.0,3.0,5.0,20.0,0.3843594009983361,21.0,9.0,25.0,25.0,42.0,28.0
348,R_9MpspbfQlUH2kKd,16.333333333333332,15.333333333333334,14.333333333333334,0.8493925125369736,8.722222222222221,0.5311233255103357,2344.993736383442,2.068289625684956,590.0,4.0,4.0,3.0,50.0,0.30952380952380953,14.0,4.0,24.0,25.0,27.0,20.0
349,R_9RG23tAVzp4b09H,15.18867924528302,14.18867924528302,13.18867924528302,0.7677768570878613,8.830188679245284,0.6247015792993216,1659.9600443951165,0.998635326963357,644.0,4.0,4.0,4.0,56.0,0.43850931677018634,15.0,5.0,25.0,25.0,15.0,11.0
352,R_A1cS2hHTiZ2EfIZ,9.358695652173912,8.358695652173912,7.358695652173913,0.6767975023510762,5.260869565217392,0.5731589964267646,2585.886402387042,2.9542528149641054,595.0,5.0,5.0,6.0,44.0,0.3832752613240418,19.0,7.0,24.0,25.0,27.0,22.0
353,R_ALmmttrE90nUpNL,13.825,12.825,11.825,0.8329644259996595,7.525,0.5595326723686866,2138.967647058824,0.8103035821218991,840.0,3.0,2.0,3.0,25.0,0.44665461121157324,20.0,5.0,25.0,25.0,42.0,28.0
356,R_D8ZdLNoNa5bLQch,14.727272727272727,13.727272727272727,12.727272727272727,0.8409590722681926,7.931818181818182,0.5421511909454202,2834.065285204991,1.3157596370745805,564.0,2.0,5.0,3.0,19.0,0.3734567901234568,18.0,9.0,25.0,25.0,42.0,27.0
357,R_D8osjozuVSHlApX,15.902439024390244,14.902439024390244,13.902439024390244,0.8298755229838372,8.707317073170731,0.5529292556907269,2779.525107604017,1.3381418098292508,835.0,3.0,5.0,2.0,18.0,0.40337423312883436,13.0,6.0,25.0,25.0,15.0,11.0
360,R_DGHcV41uJPFzwDn,21.5,20.5,19.5,0.8946649501940528,11.807692307692308,0.5484528110619592,1508.6214177978884,0.4075459298282977,416.0,3.0,3.0,3.0,21.0,0.4257602862254025,15.0,5.0,24.0,24.0,27.0,21.0
363,R_O10atkwfz9CcTqp,15.382352941176471,14.382352941176471,13.382352941176471,0.8431997850174617,8.529411764705882,0.551296106651512,2008.0360438292967,1.6678040063651005,851.0,2.0,7.0,4.0,40.0,0.4378585086042065,20.0,5.0,25.0,25.0,27.0,22.0
366,R_PIo03EW5NoiE8HT,9.55,8.55,7.55,0.7142537052348463,5.7,0.6064500598470519,689.2022058823529,3.471668222331027,166.0,7.0,3.0,3.0,18.0,0.05235602094240838,18.0,10.0,25.0,25.0,60.0,50.0
368,R_PuqKTb3Nd3Ld2uJ,12.795454545454545,11.795454545454545,10.795454545454545,0.8048876702704912,7.090909090909091,0.5763390456576482,2533.872103386809,2.255880040742831,684.0,4.0,2.0,3.0,23.0,0.3907637655417407,17.0,7.0,25.0,25.0,27.0,14.5
371,R_REyso7CKIJVtzQR,15.416666666666666,14.416666666666666,13.416666666666666,0.8497645684936618,8.86111111111111,0.5713218306100899,2101.449891067538,0.902138846673808,728.0,4.0,4.0,2.0,19.0,0.4540540540540541,13.0,3.0,25.0,25.0,27.0,18.5
